Gene	Wave	query name	accession
Pa_1_13510	0	Acylphosphatase	PF00708.21
Pa_1_13520	0	V-ATPase_H_C	PF11698.11
Pa_1_13530	0	#N/A	#N/A
Pa_1_13540	0	Ribosomal_L6	PF00347.26
Pa_1_13550	0	Vps26	PF03643.18
Pa_1_13560	0	Nup160	PF11715.11
Pa_1_13570	0	AAA_25	PF13481.9
Pa_1_13580	0	#N/A	#N/A
Pa_1_13590	0	#N/A	#N/A
Pa_1_1360	0	MFS_1	PF07690.19
Pa_1_13600	0	EF-hand_1	PF00036.35
Pa_1_13610	0	ChaC	PF04752.15
Pa_1_13615	0	RRM_1	PF00076.25
Pa_1_13620	0	C-C_Bond_Lyase	PF15617.9
Pa_1_13630	0	DUF846	PF05832.15
Pa_1_13640	0	#N/A	#N/A
Pa_1_13650	0	Hep_59	PF07052.14
Pa_1_13660	0	#N/A	#N/A
Pa_1_13670	0	ANAPC4_WD40	PF12894.10
Pa_1_13680	0	AAA_22	PF13401.9
Pa_1_13690	0	#N/A	#N/A
Pa_1_13695	0	#N/A	#N/A
Pa_1_1370	0	cNMP_binding	PF00027.32
Pa_1_13700	0	La	PF05383.20
Pa_1_13710	0	Got1	PF04178.15
Pa_1_13720	0	HLH	PF00010.29
Pa_1_13730	0	NPR3	PF03666.16
Pa_1_13740	0	APH	PF01636.26
Pa_1_13750	0	GCV_T	PF01571.24
Pa_1_13760	0	HAT	PF02184.19
Pa_1_13770	0	Nop	PF01798.21
Pa_1_13780	0	#N/A	#N/A
Pa_1_13790	0	Acetate_kinase	PF00871.20
Pa_1_1380	0	Bax1-I	PF01027.23
Pa_1_13800	0	#N/A	#N/A
Pa_1_13810	0	#N/A	#N/A
Pa_1_13820	0	MFS_1	PF07690.19
Pa_1_13830	0	Fungal_trans	PF04082.21
Pa_1_13840	0	ANAPC4_WD40	PF12894.10
Pa_1_13850	0	RIC1	PF07064.16
Pa_1_13870	0	GST_C_2	PF13410.9
Pa_1_13880	0	CK_II_beta	PF01214.21
Pa_1_13890	0	PAP2	PF01569.24
Pa_1_1390	0	PMSR	PF01625.24
Pa_1_13900	0	Ribosomal_L2	PF00181.26
Pa_1_13910	0	Cyclin_C	PF02984.22
Pa_1_13915	0	#N/A	#N/A
Pa_1_13920	0	Ion_trans	PF00520.34
Pa_1_13930	0	PHD	PF00628.32
Pa_1_13940	Wave II	HMG_box	PF00505.22
Pa_1_13950	0	MMgT	PF10270.12
Pa_1_13960	0	MutS_III	PF05192.21
Pa_1_13970	0	#N/A	#N/A
Pa_1_13980	0	LSM	PF01423.25
Pa_1_13990	0	Methyltransf_11	PF08241.15
Pa_1_140	0	DNA_photolyase	PF00875.21
Pa_1_1400	0	HET	PF06985.14
Pa_1_14000	Wave III	HSP20	PF00011.24
Pa_1_14010	0	YTH	PF04146.18
Pa_1_14020	0	Proteasome	PF00227.29
Pa_1_14030	0	PI3_PI4_kinase	PF00454.30
Pa_1_14040	0	Cation_efflux	PF01545.24
Pa_1_14050	0	#N/A	#N/A
Pa_1_14060	0	DMRL_synthase	PF00885.22
Pa_1_14070	0	DNA_mis_repair	PF01119.22
Pa_1_14080	0	#N/A	#N/A
Pa_1_14090	0	TRP	PF06011.15
Pa_1_1410	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_1_14100	0	#N/A	#N/A
Pa_1_14110	0	#N/A	#N/A
Pa_1_14120	0	WD40	PF00400.35
Pa_1_14130	0	RNA_pol_Rpb4	PF03874.19
Pa_1_14140	0	#N/A	#N/A
Pa_1_14150	0	CPL	PF08144.14
Pa_1_14160	0	DFRP_C	PF16543.8
Pa_1_14170	0	TPR_12	PF13424.9
Pa_1_14180	0	#N/A	#N/A
Pa_1_14190	0	AATase	PF07247.15
Pa_1_1420	0	Pkinase	PF00069.28
Pa_1_14200	0	Ribosomal_L9_N	PF01281.22
Pa_1_14210	0	ATG11	PF10377.12
Pa_1_14220	0	CENP-H	PF05837.15
Pa_1_14230	0	HMG_box	PF00505.22
Pa_1_14240	0	#N/A	#N/A
Pa_1_14250	0	PGM_PMM_I	PF02878.19
Pa_1_14260	0	RNase_T	PF00929.27
Pa_1_14270	0	GFO_IDH_MocA	PF01408.25
Pa_1_14280	0	Oxysterol_BP	PF01237.21
Pa_1_14290	0	UCH	PF00443.32
Pa_1_1430	0	NUDIX	PF00293.31
Pa_1_14310	0	G-patch	PF01585.26
Pa_1_14320	0	Helicase_C	PF00271.34
Pa_1_14330	0	Phosphodiest	PF01663.25
Pa_1_14340	0	#N/A	#N/A
Pa_1_14350	0	Ribosomal_L14e	PF01929.20
Pa_1_14360	0	HYPK_UBA	PF19026.3
Pa_1_14370	0	Mt_ATP-synt_D	PF05873.15
Pa_1_14380	0	COX16	PF14138.9
Pa_1_14390	0	#N/A	#N/A
Pa_1_1440	Wave II	WSC	PF01822.22
Pa_1_14400	0	BetaGal_dom2	PF10435.12
Pa_1_14410	0	Amidohydro_1	PF01979.23
Pa_1_1442	0	#N/A	#N/A
Pa_1_14420	Wave V	#N/A	#N/A
Pa_1_14430	0	DUF1687	PF07955.14
Pa_1_1444	0	#N/A	#N/A
Pa_1_14440	0	#N/A	#N/A
Pa_1_14450	0	Sel1	PF08238.15
Pa_1_14460	0	CBP4	PF07960.14
Pa_1_14470	0	NAC	PF01849.21
Pa_1_14480	0	A_deamin	PF02137.21
Pa_1_14490	0	Ribosomal_L24e	PF01246.23
Pa_1_145	Wave IV	#N/A	#N/A
Pa_1_1450	0	2-Hacid_dh	PF00389.33
Pa_1_14500	0	AhpC-TSA	PF00578.24
Pa_1_14510	0	#N/A	#N/A
Pa_1_14520	0	Fumble	PF03630.17
Pa_1_14530	0	MPC	PF03650.16
Pa_1_14540	0	L51_S25_CI-B8	PF05047.19
Pa_1_1455	0	#N/A	#N/A
Pa_1_14550	0	Abhydrolase_1	PF00561.23
Pa_1_14560	0	RNase_PH	PF01138.24
Pa_1_14570	0	GDI	PF00996.21
Pa_1_14580	0	Rad21_Rec8	PF04824.19
Pa_1_14590	0	#N/A	#N/A
Pa_1_14595	Wave IV	#N/A	#N/A
Pa_1_1460	0	adh_short	PF00106.28
Pa_1_14600	0	#N/A	#N/A
Pa_1_14610	0	Ribosomal_S14	PF00253.24
Pa_1_14620	0	LIAS_N	PF16881.8
Pa_1_14625	0	Synaptobrevin	PF00957.24
Pa_1_14630	0	AA_kinase	PF00696.31
Pa_1_14640	0	QRPTase_C	PF01729.22
Pa_1_14650	Wave II	#N/A	#N/A
Pa_1_14660	0	RTC	PF01137.24
Pa_1_14670	0	Sacchrp_dh_NADP	PF03435.21
Pa_1_14680	0	adh_short	PF00106.28
Pa_1_14690	Wave I	#N/A	#N/A
Pa_1_1470	0	Arf	PF00025.24
Pa_1_14700	0	AMP-binding	PF00501.31
Pa_1_14705	0	GGACT	PF06094.15
Pa_1_14710	0	Gly_transf_sug	PF04488.18
Pa_1_14720	0	#N/A	#N/A
Pa_1_14730	0	EST1_DNA_bind	PF10373.12
Pa_1_14740	0	EMC1_C	PF07774.16
Pa_1_14750	Wave IV	LRR_4	PF12799.10
Pa_1_14755	0	#N/A	#N/A
Pa_1_14760	0	tRNA-synt_2	PF00152.23
Pa_1_14770	0	SIP1	PF04938.15
Pa_1_14780	0	RNR_inhib	PF08591.13
Pa_1_14790	0	Ribosomal_S27e	PF01667.20
Pa_1_1480	0	Glyco_hydro_2	PF00703.24
Pa_1_14800	0	Phosducin	PF02114.19
Pa_1_14810	0	Raptor_N	PF14538.9
Pa_1_14820	0	#N/A	#N/A
Pa_1_14830	0	Kelch_1	PF01344.28
Pa_1_14840	0	Mpv17_PMP22	PF04117.15
Pa_1_14850	0	YIF1	PF03878.18
Pa_1_14860	0	SRP54	PF00448.25
Pa_1_14870	0	FAT	PF02259.26
Pa_1_14880	Wave III	zf-PARP	PF00645.21
Pa_1_14890	0	#N/A	#N/A
Pa_1_1490	0	ADH_N	PF08240.15
Pa_1_14900	0	Med17	PF10156.12
Pa_1_14910	0	PFK	PF00365.23
Pa_1_14920	0	#N/A	#N/A
Pa_1_14930	0	#N/A	#N/A
Pa_1_14940	0	NBCH_WD40	PF20426.1
Pa_1_14950	0	#N/A	#N/A
Pa_1_14960	0	#N/A	#N/A
Pa_1_14970	0	RRM_1	PF00076.25
Pa_1_14980	0	adh_short	PF00106.28
Pa_1_14990	0	Semialdhyde_dh	PF01118.27
Pa_1_150	0	#N/A	#N/A
Pa_1_1500	0	#N/A	#N/A
Pa_1_15000	0	FCH	PF00611.26
Pa_1_15010	0	Amino_oxidase	PF01593.27
Pa_1_15020	0	4HBT_3	PF13622.9
Pa_1_15030	0	Ank	PF00023.33
Pa_1_15040	0	#N/A	#N/A
Pa_1_15050	0	#N/A	#N/A
Pa_1_15060	0	Crescentin	PF19220.3
Pa_1_15070	Wave IV	CFEM	PF05730.14
Pa_1_15080	0	Pro_isomerase	PF00160.24
Pa_1_15090	0	#N/A	#N/A
Pa_1_1510	0	Mur_ligase_M	PF08245.15
Pa_1_15100	0	#N/A	#N/A
Pa_1_15110	0	Hexokinase_1	PF00349.24
Pa_1_15120	0	#N/A	#N/A
Pa_1_15130	0	HSP70	PF00012.23
Pa_1_15140	Wave IV	Thaumatin	PF00314.20
Pa_1_15150	0	Ank_2	PF12796.10
Pa_1_15160	0	RNA_POL_M_15KD	PF02150.19
Pa_1_15170	0	Med31	PF05669.15
Pa_1_15180	0	Peptidase_A22B	PF04258.16
Pa_1_15190	0	ACPS	PF01648.23
Pa_1_15200	Wave IV	#N/A	#N/A
Pa_1_15210	0	CBM_1	PF00734.21
Pa_1_15220	0	#N/A	#N/A
Pa_1_15230	0	NPP1	PF05630.14
Pa_1_15235	0	APH	PF01636.26
Pa_1_15240	0	SQS_PSY	PF00494.22
Pa_1_15250	0	#N/A	#N/A
Pa_1_15260	0	DNA_photolyase	PF00875.21
Pa_1_15270	0	Cutinase	PF01083.25
Pa_1_15280	0	#N/A	#N/A
Pa_1_15290	Wave II	Ank	PF00023.33
Pa_1_1530	0	Mitofilin	PF09731.12
Pa_1_15300	0	NUDIX	PF00293.31
Pa_1_15310	0	DUF6601	PF20246.1
Pa_1_15320	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_1_15330	0	Mem_trans	PF03547.21
Pa_1_15340	0	Putative_PNPOx	PF01243.23
Pa_1_15350	0	ATP-grasp	PF02222.25
Pa_1_15360	0	SUR7	PF06687.15
Pa_1_15370	0	NAD_binding_7	PF13241.9
Pa_1_15380	0	Arf	PF00025.24
Pa_1_15390	0	Cir_N	PF10197.12
Pa_1_1540	0	Arf	PF00025.24
Pa_1_15400	0	PCI	PF01399.30
Pa_1_15410	0	Peptidase_C65	PF10275.12
Pa_1_15420	0	#N/A	#N/A
Pa_1_15430	0	Rsm22	PF09243.13
Pa_1_15440	0	OST3_OST6	PF04756.16
Pa_1_15450	0	Methyltrn_RNA_3	PF02598.20
Pa_1_15460	Wave IV	#N/A	#N/A
Pa_1_15470	0	Cu-oxidase	PF00394.25
Pa_1_15480	0	Romo1	PF10247.12
Pa_1_15490	0	FHA	PF00498.29
Pa_1_15495	Wave III	#N/A	#N/A
Pa_1_1550	0	Syja_N	PF02383.21
Pa_1_15500	0	#N/A	#N/A
Pa_1_15510	0	FAD_binding_8	PF08022.15
Pa_1_15520	Wave V	#N/A	#N/A
Pa_1_15525	0	DPBB_1	PF03330.21
Pa_1_15530	0	#N/A	#N/A
Pa_1_15540	0	#N/A	#N/A
Pa_1_15550	0	#N/A	#N/A
Pa_1_15560	0	GST_N	PF02798.23
Pa_1_15580	0	SIR2	PF02146.20
Pa_1_15590	0	#N/A	#N/A
Pa_1_1560	0	#N/A	#N/A
Pa_1_15600	0	#N/A	#N/A
Pa_1_15610	Wave III	AAA_16	PF13191.9
Pa_1_15620	0	MFS_1	PF07690.19
Pa_1_15630	0	#N/A	#N/A
Pa_1_15640	0	NUDIX	PF00293.31
Pa_1_1565	0	#N/A	#N/A
Pa_1_15650	0	NUDIX	PF00293.31
Pa_1_15660	0	MFS_1	PF07690.19
Pa_1_15670	0	#N/A	#N/A
Pa_1_15690	0	Abhydrolase_1	PF00561.23
Pa_1_1570	0	PHAF1	PF03676.17
Pa_1_15700	0	#N/A	#N/A
Pa_1_15710	0	NTP_transf_2	PF01909.26
Pa_1_15720	0	#N/A	#N/A
Pa_1_15730	0	#N/A	#N/A
Pa_1_15740	0	#N/A	#N/A
Pa_1_15750	0	tRNA_SAD	PF07973.17
Pa_1_15760	Wave IV	Methyltransf_25	PF13649.9
Pa_1_15770	Wave IV	AIG2_2	PF13772.9
Pa_1_15780	0	CRT-like	PF08627.13
Pa_1_15785	0	adh_short	PF00106.28
Pa_1_15790	0	#N/A	#N/A
Pa_1_1580	0	Kinesin	PF00225.26
Pa_1_15800	0	Transket_pyr	PF02779.27
Pa_1_15810	0	CMAS	PF02353.23
Pa_1_15820	0	RRM_1	PF00076.25
Pa_1_15830	0	#N/A	#N/A
Pa_1_15840	0	DnaJ	PF00226.34
Pa_1_15850	Wave IV	Tyrosinase	PF00264.23
Pa_1_15860	0	#N/A	#N/A
Pa_1_15870	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_1_15880	0	Med26	PF08711.14
Pa_1_15890	0	Brr6_like_C_C	PF10104.12
Pa_1_1590	0	#N/A	#N/A
Pa_1_15900	0	Fungal_trans	PF04082.21
Pa_1_15910	0	zf-C2H2_4	PF13894.9
Pa_1_15920	0	DAO	PF01266.27
Pa_1_15930	0	Amidoligase_2	PF12224.11
Pa_1_15940	0	Glyco_hydro_17	PF00332.21
Pa_1_15950	0	#N/A	#N/A
Pa_1_15960	0	#N/A	#N/A
Pa_1_15970	Wave IV	#N/A	#N/A
Pa_1_15980	Wave IV	#N/A	#N/A
Pa_1_15990	0	DUF1275	PF06912.14
Pa_1_160	0	DJ-1_PfpI	PF01965.27
Pa_1_1600	0	Tom37	PF10568.12
Pa_1_16000	0	AraC_binding	PF02311.22
Pa_1_16010	0	AAA	PF00004.32
Pa_1_16020	0	#N/A	#N/A
Pa_1_16030	0	zf-RING_2	PF13639.9
Pa_1_16040	0	AAA_11	PF13086.9
Pa_1_16050	0	WD40	PF00400.35
Pa_1_16060	0	NBCH_WD40	PF20426.1
Pa_1_16070	0	NBCH_WD40	PF20426.1
Pa_1_16080	0	DUF6595	PF20238.1
Pa_1_16090	0	SRR1	PF07985.15
Pa_1_1610	0	#N/A	#N/A
Pa_1_16100	0	PAN_4	PF14295.9
Pa_1_16105	0	DUF6594	PF20237.1
Pa_1_16110	0	#N/A	#N/A
Pa_1_16120	0	Epimerase	PF01370.24
Pa_1_16130	0	Myb_DNA-bind_6	PF13921.9
Pa_1_16135	0	#N/A	#N/A
Pa_1_16140	0	Alpha-amylase	PF00128.27
Pa_1_16150	0	#N/A	#N/A
Pa_1_16160	0	#N/A	#N/A
Pa_1_16170	0	APH	PF01636.26
Pa_1_16180	0	Chromo	PF00385.27
Pa_1_1620	0	#N/A	#N/A
Pa_1_16210	0	#N/A	#N/A
Pa_1_16220	0	#N/A	#N/A
Pa_1_16230	0	Acyl-CoA_dh_1	PF00441.27
Pa_1_16240	Wave II	#N/A	#N/A
Pa_1_16250	0	UPF0261	PF06792.14
Pa_1_16260	0	PEP_hydrolase	PF09370.13
Pa_1_16270	0	#N/A	#N/A
Pa_1_16280	0	FAD_binding_3	PF01494.22
Pa_1_16290	0	#N/A	#N/A
Pa_1_1630	0	PIG-U	PF06728.16
Pa_1_16300	0	AA9	PF03443.17
Pa_1_16310	0	#N/A	#N/A
Pa_1_16320	0	#N/A	#N/A
Pa_1_16330	0	adh_short	PF00106.28
Pa_1_16335	0	#N/A	#N/A
Pa_1_16340	0	Lactonase	PF10282.12
Pa_1_16350	0	Glyco_hydro_71	PF03659.17
Pa_1_16360	Wave I	RPE65	PF03055.18
Pa_1_16370	0	Fungal_trans_2	PF11951.11
Pa_1_16380	Wave II	Amidase	PF01425.24
Pa_1_16390	0	3Beta_HSD	PF01073.22
Pa_1_1640	0	BRCT	PF00533.29
Pa_1_16400	0	Ctr	PF04145.18
Pa_1_16410	0	FAD_binding_8	PF08022.15
Pa_1_16420	0	Peptidase_S28	PF05577.15
Pa_1_16430	0	DUF6601	PF20246.1
Pa_1_16432	0	#N/A	#N/A
Pa_1_16440	0	DAO	PF01266.27
Pa_1_16450	0	Arginase	PF00491.24
Pa_1_16455	0	#N/A	#N/A
Pa_1_16458	0	#N/A	#N/A
Pa_1_16460	0	#N/A	#N/A
Pa_1_16470	0	#N/A	#N/A
Pa_1_16480	Wave V	#N/A	#N/A
Pa_1_16490	0	HET	PF06985.14
Pa_1_1650	0	RRN9	PF10680.12
Pa_1_16500	0	#N/A	#N/A
Pa_1_16505	0	#N/A	#N/A
Pa_1_16510	Wave II	WSC	PF01822.22
Pa_1_16520	Wave II	DUF4419	PF14388.9
Pa_1_16525	Wave IV	#N/A	#N/A
Pa_1_16530	0	#N/A	#N/A
Pa_1_16540	0	NAD_binding_9	PF13454.9
Pa_1_16550	0	HET	PF06985.14
Pa_1_16560	0	Tim17	PF02466.22
Pa_1_16570	Wave IV	#N/A	#N/A
Pa_1_16580	0	Ribosomal_S8e	PF01201.25
Pa_1_16590	0	SPT2	PF08243.14
Pa_1_1660	0	DUF5672	PF18922.3
Pa_1_16600	0	Ribosomal_60s	PF00428.22
Pa_1_16610	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_1_16620	0	SIL1	PF16782.8
Pa_1_16630	0	#N/A	#N/A
Pa_1_16640	Wave IV	SET	PF00856.31
Pa_1_16650	0	Ribosomal_S19	PF00203.24
Pa_1_16660	0	Glyco_hydro_53	PF07745.16
Pa_1_16670	0	ADH_zinc_N	PF00107.29
Pa_1_16680	0	#N/A	#N/A
Pa_1_16690	0	Glutaredoxin	PF00462.27
Pa_1_1670	0	Anticodon_1	PF08264.16
Pa_1_16700	Wave IV	#N/A	#N/A
Pa_1_16705	Wave II	#N/A	#N/A
Pa_1_16710	0	Ribosomal_L21p	PF00829.24
Pa_1_16720	0	S1	PF00575.26
Pa_1_16730	0	Mpo1-like	PF06127.14
Pa_1_16740	0	Apq12	PF12716.10
Pa_1_16750	0	ATP_bind_1	PF03029.20
Pa_1_16760	0	S-AdoMet_synt_C	PF02773.19
Pa_1_16770	0	#N/A	#N/A
Pa_1_16780	0	THF_DHG_CYH	PF00763.26
Pa_1_16790	Wave V	Gpr1_Fun34_YaaH	PF01184.22
Pa_1_1680	0	DEAD	PF00270.32
Pa_1_16800	0	MMS19_C	PF12460.11
Pa_1_16810	0	SPC25	PF06703.14
Pa_1_16820	0	EMC3_TMCO1	PF01956.19
Pa_1_16825	0	RNA_pol_Rbc25	PF08292.15
Pa_1_16830	0	NUFIP1	PF10453.12
Pa_1_16840	0	BNR	PF02012.23
Pa_1_16850	0	SUN	PF03856.16
Pa_1_16860	0	zf-C2H2	PF00096.29
Pa_1_16870	0	DAGAT	PF03982.16
Pa_1_16880	0	COesterase	PF00135.31
Pa_1_16890	0	#N/A	#N/A
Pa_1_1690	0	SPRY	PF00622.31
Pa_1_16900	0	PQ-loop	PF04193.17
Pa_1_16910	0	S1-P1_nuclease	PF02265.19
Pa_1_16920	Wave III	#N/A	#N/A
Pa_1_16930	0	#N/A	#N/A
Pa_1_16940	0	ASTER	PF03669.16
Pa_1_16950	0	Med12	PF09497.13
Pa_1_16960	0	#N/A	#N/A
Pa_1_16970	0	#N/A	#N/A
Pa_1_16980	0	#N/A	#N/A
Pa_1_16985	0	#N/A	#N/A
Pa_1_16990	0	#N/A	#N/A
Pa_1_170	0	#N/A	#N/A
Pa_1_1700	0	#N/A	#N/A
Pa_1_17000	0	eIF-5a	PF01287.23
Pa_1_17010	0	NFACT_N	PF05833.14
Pa_1_17020	0	#N/A	#N/A
Pa_1_17030	0	PCI	PF01399.30
Pa_1_17040	0	Methyltransf_11	PF08241.15
Pa_1_17050	0	Methyltransf_2	PF00891.21
Pa_1_17060	0	#N/A	#N/A
Pa_1_17065	Wave IV	Hce2	PF14856.9
Pa_1_17070	0	MFS_1	PF07690.19
Pa_1_17080	0	#N/A	#N/A
Pa_1_17090	0	HATPase_c	PF02518.29
Pa_1_1710	0	Na_Ca_ex	PF01699.27
Pa_1_17100	0	SAICAR_synt	PF01259.21
Pa_1_17110	0	Asp	PF00026.26
Pa_1_17120	0	#N/A	#N/A
Pa_1_17130	0	ALO	PF04030.17
Pa_1_17140	0	DUF3433	PF11915.11
Pa_1_17150	0	#N/A	#N/A
Pa_1_17160	0	Lipase_GDSL_2	PF13472.9
Pa_1_17170	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_1_17180	0	Ank	PF00023.33
Pa_1_17190	0	ATP-synt_C	PF00137.24
Pa_1_1720	0	tRNA_anti-codon	PF01336.28
Pa_1_17200	0	CNH	PF00780.25
Pa_1_17210	0	#N/A	#N/A
Pa_1_17220	0	#N/A	#N/A
Pa_1_17230	0	PRP38	PF03371.18
Pa_1_17240	0	Amidase	PF01425.24
Pa_1_17250	Wave II	DUF4336	PF14234.9
Pa_1_17260	0	2OG-FeII_Oxy_2	PF13532.9
Pa_1_17270	0	AMP-binding	PF00501.31
Pa_1_17275	0	#N/A	#N/A
Pa_1_17280	0	MmgE_PrpD	PF03972.17
Pa_1_17290	0	SH3_1	PF00018.31
Pa_1_1730	0	zf-Tim10_DDP	PF02953.18
Pa_1_17300	0	MFS_1	PF07690.19
Pa_1_17310	0	LRR_4	PF12799.10
Pa_1_17320	0	#N/A	#N/A
Pa_1_17330	0	DEAD	PF00270.32
Pa_1_17340	0	Rpr2	PF04032.19
Pa_1_17350	0	ApbA	PF02558.19
Pa_1_17360	0	#N/A	#N/A
Pa_1_17370	0	DFP	PF04127.18
Pa_1_17380	0	CorA	PF01544.21
Pa_1_17390	0	CNH	PF00780.25
Pa_1_1740	0	#N/A	#N/A
Pa_1_17400	0	Sod_Cu	PF00080.23
Pa_1_17410	0	SMN	PF06003.15
Pa_1_17420	0	TAL_FSA	PF00923.22
Pa_1_17430	0	Metallophos_2	PF12850.10
Pa_1_17440	0	Pet191_N	PF10203.12
Pa_1_17450	0	#N/A	#N/A
Pa_1_17460	0	Pirin	PF02678.19
Pa_1_17470	0	Ank_5	PF13857.9
Pa_1_17480	0	#N/A	#N/A
Pa_1_17490	0	DUF3433	PF11915.11
Pa_1_175	0	#N/A	#N/A
Pa_1_1750	0	CTLH	PF10607.12
Pa_1_17500	0	WD40	PF00400.35
Pa_1_17510	0	GPI2	PF06432.14
Pa_1_17520	0	#N/A	#N/A
Pa_1_17530	0	Annexin	PF00191.23
Pa_1_17550	Wave II	Zn_clus	PF00172.21
Pa_1_17553	0	#N/A	#N/A
Pa_1_17555	0	#N/A	#N/A
Pa_1_17560	0	#N/A	#N/A
Pa_1_17570	0	Sel1	PF08238.15
Pa_1_17580	0	#N/A	#N/A
Pa_1_17590	0	ANAPC4_WD40	PF12894.10
Pa_1_1760	0	Glyco_hydro_76	PF03663.17
Pa_1_17600	0	P34-Arc	PF04045.17
Pa_1_17610	0	bZIP_1	PF00170.24
Pa_1_17620	0	CBF	PF03914.20
Pa_1_17630	0	Mt_ATP-synt_B	PF05405.17
Pa_1_17640	0	ApbA	PF02558.19
Pa_1_17650	0	dsDNA_bind	PF01984.23
Pa_1_17660	0	Coq4	PF05019.16
Pa_1_17670	0	SET	PF00856.31
Pa_1_17675	0	#N/A	#N/A
Pa_1_17680	0	#N/A	#N/A
Pa_1_17685	0	#N/A	#N/A
Pa_1_17690	0	Pectate_lyase_3	PF12708.10
Pa_1_1770	0	AAA_17	PF13207.9
Pa_1_17700	0	FMO-like	PF00743.22
Pa_1_17710	0	zf_CCCH_4	PF18345.4
Pa_1_17720	0	TFIIF_beta	PF02270.18
Pa_1_17730	Wave III	HAD	PF12710.10
Pa_1_17740	0	SNase	PF00565.20
Pa_1_17750	0	Rax2	PF12768.10
Pa_1_17760	0	zf-C2H2	PF00096.29
Pa_1_17770	0	DUF6700	PF20416.1
Pa_1_17780	0	HECT_2	PF09814.12
Pa_1_17790	0	HECT_2	PF09814.12
Pa_1_1780	0	LETM1_RBD	PF07766.16
Pa_1_17800	0	HhH-GPD	PF00730.28
Pa_1_17810	0	RRM_1	PF00076.25
Pa_1_17820	0	Ribosomal_S13_N	PF08069.15
Pa_1_17825	0	Dpy-30	PF05186.16
Pa_1_17830	0	VRR_NUC	PF08774.14
Pa_1_17840	0	#N/A	#N/A
Pa_1_17850	0	#N/A	#N/A
Pa_1_17860	0	CBFB_NFYA	PF02045.18
Pa_1_17870	0	LSM	PF01423.25
Pa_1_17880	0	DRMBL	PF07522.17
Pa_1_17890	0	eIF-3_zeta	PF05091.15
Pa_1_1790	0	#N/A	#N/A
Pa_1_17900	0	bZIP_1	PF00170.24
Pa_1_17910	0	ABC1	PF03109.19
Pa_1_17920	Wave IV	Sugar_tr	PF00083.27
Pa_1_17930	0	Fungal_trans	PF04082.21
Pa_1_17940	0	Abhydrolase_6	PF12697.10
Pa_1_17942	0	#N/A	#N/A
Pa_1_17945	0	#N/A	#N/A
Pa_1_17947	Wave II	#N/A	#N/A
Pa_1_17950	Wave II	ABC_toxin_N	PF20220.1
Pa_1_17960	0	FG-GAP_3	PF13517.9
Pa_1_17970	0	adh_short	PF00106.28
Pa_1_17980	0	adh_short	PF00106.28
Pa_1_17990	0	Acyl-CoA_dh_1	PF00441.27
Pa_1_180	0	ATG14	PF10186.12
Pa_1_1800	0	FAD_binding_4	PF01565.26
Pa_1_18000	Wave II	#N/A	#N/A
Pa_1_18010	0	FAD_binding_4	PF01565.26
Pa_1_18020	0	Fungal_lectin	PF07938.15
Pa_1_18030	0	Tyosinase_C	PF18132.4
Pa_1_18040	0	TauD	PF02668.19
Pa_1_18045	0	#N/A	#N/A
Pa_1_18050	0	Acetyltransf_1	PF00583.28
Pa_1_18060	Wave II	#N/A	#N/A
Pa_1_18070	0	3Beta_HSD	PF01073.22
Pa_1_18080	0	Gln-synt_C	PF00120.27
Pa_1_18090	0	Protoglobin	PF11563.11
Pa_1_1810	0	Amidase	PF01425.24
Pa_1_18100	0	#N/A	#N/A
Pa_1_18110	0	#N/A	#N/A
Pa_1_18120	0	Helicase_C	PF00271.34
Pa_1_18130	0	#N/A	#N/A
Pa_1_18140	0	HSCB_C	PF07743.16
Pa_1_18150	0	Amidase	PF01425.24
Pa_1_18160	Wave IV	MFS_1	PF07690.19
Pa_1_18170	0	PCI	PF01399.30
Pa_1_18180	0	Lipase_GDSL	PF00657.25
Pa_1_18190	0	Cyt-b5	PF00173.31
Pa_1_1820	0	#N/A	#N/A
Pa_1_18200	0	DUF3712	PF12505.11
Pa_1_18210	0	HCNGP	PF07818.16
Pa_1_18220	0	Proteasome	PF00227.29
Pa_1_18230	0	GATase_6	PF13522.9
Pa_1_18240	0	AAA	PF00004.32
Pa_1_18250	0	#N/A	#N/A
Pa_1_18260	0	Lactamase_B_2	PF12706.10
Pa_1_18270	Wave II	#N/A	#N/A
Pa_1_18280	0	#N/A	#N/A
Pa_1_18290	0	Ank_2	PF12796.10
Pa_1_1830	0	Glyco_tranf_2_3	PF13641.9
Pa_1_18300	0	Glyco_tranf_2_3	PF13641.9
Pa_1_18310	0	Glyoxal_oxid_N	PF07250.14
Pa_1_18320	0	Hepar_II_III	PF07940.16
Pa_1_18330	0	Glyco_hydro_2	PF00703.24
Pa_1_18340	0	HET	PF06985.14
Pa_1_18350	0	adh_short	PF00106.28
Pa_1_18360	0	p450	PF00067.25
Pa_1_18370	Wave I	#N/A	#N/A
Pa_1_1838	0	#N/A	#N/A
Pa_1_18380	0	Nucleoporin_FG	PF13634.9
Pa_1_18390	Wave V	PAP2_3	PF14378.9
Pa_1_1840	Wave II	#N/A	#N/A
